track_name,album_name,popularity,track_duration_ms,explicit,artist_id,artist_name,year
DtMF,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
EoO,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
NUEVAYoL,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
VOY A LLeVARTE PA PR,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
VeLDÁ,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
Qué Pasaría...,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
KLOuFRENS,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
LA CANCIÓN,OASIS,90,242573,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2022
Cruel Summer,Lover,91,178426,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,85,228965,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
cardigan,folklore,86,239560,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
august,folklore,86,261922,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
Lover,Lover,87,221306,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
Blank Space,1989,74,231826,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,83,218004,TRUE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,84,247160,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
Don’t Blame Me,reputation,85,236413,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
Anti-Hero,Midnights,84,200690,FALSE,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2022
NOKIA,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
One Dance,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,Drake,2022
DIE TRYING,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
Passionfruit,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
She Will,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
God's Plan,Scorpion,85,198973,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
Headlines,Take Care (Deluxe),84,235986,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
9,Views,83,255786,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2022
Timeless (feat Playboi Carti),Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
Starboy,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
Blinding Lights,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
Die For You,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
São Paulo (feat. Anitta),Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
RATHER LIE (with The Weeknd),MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
The Hills,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
Save Your Tears,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
Cry For Me,Hurry Up Tomorrow,88,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2022
FAKE LOVE,Love Yourself 轉 'Tear',80,242333,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
My Universe,Music Of The Spheres,79,226198,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Dynamite,BE,81,199053,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,78,229773,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Left and Right (Feat. Jung Kook of BTS),CHARLIE,76,154486,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Butter,Proof,76,164952,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Life Goes On,BE,77,207481,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Run BTS,Proof,77,204939,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
DNA,Love Yourself 承 'Her',74,223122,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
Spring Day,You Never Walk Alone,76,274097,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,BTS,2022
